Year,Tile,Raw_File,Satellite,Product_Level,Acquisition_UTC,Processing_Baseline,Relative_Orbit,Tile_ID,Processing_UTC
2020,29TPE,S2B_MSIL2A_20200105T112349_N0500_R037_T29TPE_20230421T090201.SAFE.zip,S2B,MSIL2A,20200105T112349,0500,037,T29TPE,20230421T090201
2020,29TPE,S2A_MSIL2A_20200120T112401_N0500_R037_T29TPE_20230425T191939.SAFE.zip,S2A,MSIL2A,20200120T112401,0500,037,T29TPE,20230425T191939
2020,29TPE,S2A_MSIL2A_20200219T112111_N0500_R037_T29TPE_20230427T133506.SAFE.zip,S2A,MSIL2A,20200219T112111,0500,037,T29TPE,20230427T133506
2020,29TPE,S2B_MSIL2A_20200224T112109_N0500_R037_T29TPE_20230610T121810.SAFE.zip,S2B,MSIL2A,20200224T112109,0500,037,T29TPE,20230610T121810
2020,29TPE,S2A_MSIL2A_20200310T112111_N0500_R037_T29TPE_20230410T192515.SAFE.zip,S2A,MSIL2A,20200310T112111,0500,037,T29TPE,20230410T192515
2020,29TPE,S2B_MSIL2A_20200325T112109_N0500_R037_T29TPE_20230615T032630.SAFE.zip,S2B,MSIL2A,20200325T112109,0500,037,T29TPE,20230615T032630
2020,29TPE,S2A_MSIL2A_20200529T112121_N0500_R037_T29TPE_20230401T050957.SAFE.zip,S2A,MSIL2A,20200529T112121,0500,037,T29TPE,20230401T050957
2020,29TPE,S2A_MSIL2A_20200618T112121_N0500_R037_T29TPE_20230428T155508.SAFE.zip,S2A,MSIL2A,20200618T112121,0500,037,T29TPE,20230428T155508
2020,29TPE,S2B_MSIL2A_20200623T112119_N0500_R037_T29TPE_20230428T011512.SAFE.zip,S2B,MSIL2A,20200623T112119,0500,037,T29TPE,20230428T011512
2020,29TPE,S2A_MSIL2A_20200628T112121_N0500_R037_T29TPE_20230404T183214.SAFE.zip,S2A,MSIL2A,20200628T112121,0500,037,T29TPE,20230404T183214
2020,29TPE,S2B_MSIL2A_20200703T112119_N0500_R037_T29TPE_20230529T024553.SAFE.zip,S2B,MSIL2A,20200703T112119,0500,037,T29TPE,20230529T024553
2020,29TPE,S2A_MSIL2A_20200708T112121_N0500_R037_T29TPE_20230321T074649.SAFE.zip,S2A,MSIL2A,20200708T112121,0500,037,T29TPE,20230321T074649
2020,29TPE,S2A_MSIL2A_20200718T112121_N0500_R037_T29TPE_20230324T040905.SAFE.zip,S2A,MSIL2A,20200718T112121,0500,037,T29TPE,20230324T040905
2020,29TPE,S2A_MSIL2A_20200728T112121_N0500_R037_T29TPE_20230327T194041.SAFE.zip,S2A,MSIL2A,20200728T112121,0500,037,T29TPE,20230327T194041
2020,29TPE,S2A_MSIL2A_20200807T112121_N0500_R037_T29TPE_20230316T214336.SAFE.zip,S2A,MSIL2A,20200807T112121,0500,037,T29TPE,20230316T214336
2020,29TPE,S2B_MSIL2A_20200822T112119_N0500_R037_T29TPE_20230520T120011.SAFE.zip,S2B,MSIL2A,20200822T112119,0500,037,T29TPE,20230520T120011
2020,29TPE,S2A_MSIL2A_20200827T112121_N0500_R037_T29TPE_20230417T232705.SAFE.zip,S2A,MSIL2A,20200827T112121,0500,037,T29TPE,20230417T232705
2020,29TPE,S2A_MSIL2A_20200906T112121_N0500_R037_T29TPE_20230417T183425.SAFE.zip,S2A,MSIL2A,20200906T112121,0500,037,T29TPE,20230417T183425
2020,29TPE,S2B_MSIL2A_20200921T112119_N0500_R037_T29TPE_20230420T142800.SAFE.zip,S2B,MSIL2A,20200921T112119,0500,037,T29TPE,20230420T142800
2020,29TPE,S2A_MSIL2A_20200926T112121_N0500_R037_T29TPE_20230417T173804.SAFE.zip,S2A,MSIL2A,20200926T112121,0500,037,T29TPE,20230417T173804
2020,29TPE,S2B_MSIL2A_20201011T112119_N0500_R037_T29TPE_20230411T203900.SAFE.zip,S2B,MSIL2A,20201011T112119,0500,037,T29TPE,20230411T203900
2020,29TPE,S2B_MSIL2A_20201120T112359_N0500_R037_T29TPE_20230405T135409.SAFE.zip,S2B,MSIL2A,20201120T112359,0500,037,T29TPE,20230405T135409
2020,29TPE,S2B_MSIL2A_20201230T112359_N0500_R037_T29TPE_20230329T041503.SAFE.zip,S2B,MSIL2A,20201230T112359,0500,037,T29TPE,20230329T041503
2020,29TPF,S2A_MSIL2A_20200110T112431_N0500_R037_T29TPF_20230428T054938.SAFE.zip,S2A,MSIL2A,20200110T112431,0500,037,T29TPF,20230428T054938
2020,29TPF,S2A_MSIL2A_20200219T112111_N0500_R037_T29TPF_20230427T133506.SAFE.zip,S2A,MSIL2A,20200219T112111,0500,037,T29TPF,20230427T133506
2020,29TPF,S2B_MSIL2A_20200224T112109_N0500_R037_T29TPF_20230610T121810.SAFE.zip,S2B,MSIL2A,20200224T112109,0500,037,T29TPF,20230610T121810
2020,29TPF,S2B_MSIL2A_20200524T112119_N0500_R037_T29TPF_20230504T015419.SAFE.zip,S2B,MSIL2A,20200524T112119,0500,037,T29TPF,20230504T015419
2020,29TPF,S2A_MSIL2A_20200618T112121_N0500_R037_T29TPF_20230428T155508.SAFE.zip,S2A,MSIL2A,20200618T112121,0500,037,T29TPF,20230428T155508
2020,29TPF,S2B_MSIL2A_20200623T112119_N0500_R037_T29TPF_20230428T011512.SAFE.zip,S2B,MSIL2A,20200623T112119,0500,037,T29TPF,20230428T011512
2020,29TPF,S2B_MSIL2A_20200703T112119_N0500_R037_T29TPF_20230529T024553.SAFE.zip,S2B,MSIL2A,20200703T112119,0500,037,T29TPF,20230529T024553
2020,29TPF,S2A_MSIL2A_20200708T112121_N0500_R037_T29TPF_20230321T074649.SAFE.zip,S2A,MSIL2A,20200708T112121,0500,037,T29TPF,20230321T074649
2020,29TPF,S2A_MSIL2A_20200718T112121_N0500_R037_T29TPF_20230324T040905.SAFE.zip,S2A,MSIL2A,20200718T112121,0500,037,T29TPF,20230324T040905
2020,29TPF,S2B_MSIL2A_20200723T112119_N0500_R037_T29TPF_20230505T185245.SAFE.zip,S2B,MSIL2A,20200723T112119,0500,037,T29TPF,20230505T185245
2020,29TPF,S2A_MSIL2A_20200728T112121_N0500_R037_T29TPF_20230327T194041.SAFE.zip,S2A,MSIL2A,20200728T112121,0500,037,T29TPF,20230327T194041
2020,29TPF,S2A_MSIL2A_20200807T112121_N0500_R037_T29TPF_20230316T214336.SAFE.zip,S2A,MSIL2A,20200807T112121,0500,037,T29TPF,20230316T214336
2020,29TPF,S2A_MSIL2A_20200827T112121_N0500_R037_T29TPF_20230417T232705.SAFE.zip,S2A,MSIL2A,20200827T112121,0500,037,T29TPF,20230417T232705
2020,29TPF,S2A_MSIL2A_20200906T112121_N0500_R037_T29TPF_20230417T183425.SAFE.zip,S2A,MSIL2A,20200906T112121,0500,037,T29TPF,20230417T183425
2020,29TPF,S2B_MSIL2A_20201011T112119_N0500_R037_T29TPF_20230411T203900.SAFE.zip,S2B,MSIL2A,20201011T112119,0500,037,T29TPF,20230411T203900
2020,29TPF,S2B_MSIL2A_20201120T112359_N0500_R037_T29TPF_20230405T135409.SAFE.zip,S2B,MSIL2A,20201120T112359,0500,037,T29TPF,20230405T135409
2020,29TPG,S2A_MSIL2A_20200110T112431_N0500_R037_T29TPG_20230428T054938.SAFE.zip,S2A,MSIL2A,20200110T112431,0500,037,T29TPG,20230428T054938
2020,29TPG,S2A_MSIL2A_20200120T112401_N0500_R037_T29TPG_20230425T191939.SAFE.zip,S2A,MSIL2A,20200120T112401,0500,037,T29TPG,20230425T191939
2020,29TPG,S2A_MSIL2A_20200219T112111_N0500_R037_T29TPG_20230427T133506.SAFE.zip,S2A,MSIL2A,20200219T112111,0500,037,T29TPG,20230427T133506
2020,29TPG,S2B_MSIL2A_20200224T112109_N0500_R037_T29TPG_20230610T121810.SAFE.zip,S2B,MSIL2A,20200224T112109,0500,037,T29TPG,20230610T121810
2020,29TPG,S2A_MSIL2A_20200519T112121_N0500_R037_T29TPG_20230618T220941.SAFE.zip,S2A,MSIL2A,20200519T112121,0500,037,T29TPG,20230618T220941
2020,29TPG,S2B_MSIL2A_20200524T112119_N0500_R037_T29TPG_20230504T015419.SAFE.zip,S2B,MSIL2A,20200524T112119,0500,037,T29TPG,20230504T015419
2020,29TPG,S2A_MSIL2A_20200529T112121_N0500_R037_T29TPG_20230401T050957.SAFE.zip,S2A,MSIL2A,20200529T112121,0500,037,T29TPG,20230401T050957
2020,29TPG,S2B_MSIL2A_20200623T112119_N0500_R037_T29TPG_20230428T011512.SAFE.zip,S2B,MSIL2A,20200623T112119,0500,037,T29TPG,20230428T011512
2020,29TPG,S2B_MSIL2A_20200703T112119_N0500_R037_T29TPG_20230529T024553.SAFE.zip,S2B,MSIL2A,20200703T112119,0500,037,T29TPG,20230529T024553
2020,29TPG,S2A_MSIL2A_20200708T112121_N0500_R037_T29TPG_20230321T074649.SAFE.zip,S2A,MSIL2A,20200708T112121,0500,037,T29TPG,20230321T074649
2020,29TPG,S2A_MSIL2A_20200718T112121_N0500_R037_T29TPG_20230324T040905.SAFE.zip,S2A,MSIL2A,20200718T112121,0500,037,T29TPG,20230324T040905
2020,29TPG,S2B_MSIL2A_20200723T112119_N0500_R037_T29TPG_20230505T185245.SAFE.zip,S2B,MSIL2A,20200723T112119,0500,037,T29TPG,20230505T185245
2020,29TPG,S2A_MSIL2A_20200728T112121_N0500_R037_T29TPG_20230327T194041.SAFE.zip,S2A,MSIL2A,20200728T112121,0500,037,T29TPG,20230327T194041
2020,29TPG,S2A_MSIL2A_20200807T112121_N0500_R037_T29TPG_20230316T214336.SAFE.zip,S2A,MSIL2A,20200807T112121,0500,037,T29TPG,20230316T214336
2020,29TPG,S2A_MSIL2A_20200827T112121_N0500_R037_T29TPG_20230417T232705.SAFE.zip,S2A,MSIL2A,20200827T112121,0500,037,T29TPG,20230417T232705
2020,29TPG,S2B_MSIL2A_20200901T112119_N0500_R037_T29TPG_20230420T065954.SAFE.zip,S2B,MSIL2A,20200901T112119,0500,037,T29TPG,20230420T065954
2020,29TPG,S2A_MSIL2A_20200906T112121_N0500_R037_T29TPG_20230417T183425.SAFE.zip,S2A,MSIL2A,20200906T112121,0500,037,T29TPG,20230417T183425
2020,29TPG,S2B_MSIL2A_20200911T112119_N0500_R037_T29TPG_20230426T081748.SAFE.zip,S2B,MSIL2A,20200911T112119,0500,037,T29TPG,20230426T081748
2020,29TPG,S2B_MSIL2A_20201011T112119_N0500_R037_T29TPG_20230411T203900.SAFE.zip,S2B,MSIL2A,20201011T112119,0500,037,T29TPG,20230411T203900
2020,29TPG,S2A_MSIL2A_20201016T112121_N0500_R037_T29TPG_20230412T041203.SAFE.zip,S2A,MSIL2A,20201016T112121,0500,037,T29TPG,20230412T041203
2020,29TPH,S2B_MSIL2A_20200224T112109_N0500_R037_T29TPH_20230610T121810.SAFE.zip,S2B,MSIL2A,20200224T112109,0500,037,T29TPH,20230610T121810
2020,29TPH,S2B_MSIL2A_20200325T112109_N0500_R037_T29TPH_20230615T032630.SAFE.zip,S2B,MSIL2A,20200325T112109,0500,037,T29TPH,20230615T032630
2020,29TPH,S2A_MSIL2A_20200519T112121_N0500_R037_T29TPH_20230618T220941.SAFE.zip,S2A,MSIL2A,20200519T112121,0500,037,T29TPH,20230618T220941
2020,29TPH,S2A_MSIL2A_20200529T112121_N0500_R037_T29TPH_20230401T050957.SAFE.zip,S2A,MSIL2A,20200529T112121,0500,037,T29TPH,20230401T050957
2020,29TPH,S2B_MSIL2A_20200623T112119_N0500_R037_T29TPH_20230428T011512.SAFE.zip,S2B,MSIL2A,20200623T112119,0500,037,T29TPH,20230428T011512
2020,29TPH,S2B_MSIL2A_20200703T112119_N0500_R037_T29TPH_20230529T024553.SAFE.zip,S2B,MSIL2A,20200703T112119,0500,037,T29TPH,20230529T024553
2020,29TPH,S2A_MSIL2A_20200718T112121_N0500_R037_T29TPH_20230324T040905.SAFE.zip,S2A,MSIL2A,20200718T112121,0500,037,T29TPH,20230324T040905
2020,29TPH,S2B_MSIL2A_20200723T112119_N0500_R037_T29TPH_20230505T185245.SAFE.zip,S2B,MSIL2A,20200723T112119,0500,037,T29TPH,20230505T185245
2020,29TPH,S2A_MSIL2A_20200807T112121_N0500_R037_T29TPH_20230316T214336.SAFE.zip,S2A,MSIL2A,20200807T112121,0500,037,T29TPH,20230316T214336
2020,29TPH,S2B_MSIL2A_20200901T112119_N0500_R037_T29TPH_20230420T065954.SAFE.zip,S2B,MSIL2A,20200901T112119,0500,037,T29TPH,20230420T065954
2020,29TPH,S2B_MSIL2A_20200911T112119_N0500_R037_T29TPH_20230426T081748.SAFE.zip,S2B,MSIL2A,20200911T112119,0500,037,T29TPH,20230426T081748
2020,29TQE,S2A_MSIL2A_20200107T111431_N0500_R137_T29TQE_20230426T092711.SAFE.zip,S2A,MSIL2A,20200107T111431,0500,137,T29TQE,20230426T092711
2020,29TQE,S2B_MSIL2A_20200112T111329_N0500_R137_T29TQE_20230429T020929.SAFE.zip,S2B,MSIL2A,20200112T111329,0500,137,T29TQE,20230429T020929
2020,29TQE,S2B_MSIL2A_20200221T110959_N0500_R137_T29TQE_20230701T113415.SAFE.zip,S2B,MSIL2A,20200221T110959,0500,137,T29TQE,20230701T113415
2020,29TQE,S2A_MSIL2A_20200226T111051_N0500_R137_T29TQE_20230423T232426.SAFE.zip,S2A,MSIL2A,20200226T111051,0500,137,T29TQE,20230423T232426
2020,29TQE,S2A_MSIL2A_20200605T110631_N0500_R137_T29TQE_20230618T160709.SAFE.zip,S2A,MSIL2A,20200605T110631,0500,137,T29TQE,20230618T160709
2020,29TQE,S2B_MSIL2A_20200610T110619_N0500_R137_T29TQE_20230428T030508.SAFE.zip,S2B,MSIL2A,20200610T110619,0500,137,T29TQE,20230428T030508
2020,29TQE,S2B_MSIL2A_20200620T110619_N0500_R137_T29TQE_20230430T130327.SAFE.zip,S2B,MSIL2A,20200620T110619,0500,137,T29TQE,20230430T130327
2020,29TQE,S2A_MSIL2A_20200625T110631_N0500_R137_T29TQE_20230329T112214.SAFE.zip,S2A,MSIL2A,20200625T110631,0500,137,T29TQE,20230329T112214
2020,29TQE,S2A_MSIL2A_20200705T110621_N0500_R137_T29TQE_20230530T164622.SAFE.zip,S2A,MSIL2A,20200705T110621,0500,137,T29TQE,20230530T164622
2020,29TQE,S2B_MSIL2A_20200710T110619_N0500_R137_T29TQE_20230523T130447.SAFE.zip,S2B,MSIL2A,20200710T110619,0500,137,T29TQE,20230523T130447
2020,29TQE,S2A_MSIL2A_20200715T110621_N0500_R137_T29TQE_20230423T090139.SAFE.zip,S2A,MSIL2A,20200715T110621,0500,137,T29TQE,20230423T090139
2020,29TQE,S2B_MSIL2A_20200720T110619_N0500_R137_T29TQE_20230423T113853.SAFE.zip,S2B,MSIL2A,20200720T110619,0500,137,T29TQE,20230423T113853
2020,29TQE,S2A_MSIL2A_20200725T110631_N0500_R137_T29TQE_20230323T230825.SAFE.zip,S2A,MSIL2A,20200725T110631,0500,137,T29TQE,20230323T230825
2020,29TQE,S2B_MSIL2A_20200730T110619_N0500_R137_T29TQE_20230503T232911.SAFE.zip,S2B,MSIL2A,20200730T110619,0500,137,T29TQE,20230503T232911
2020,29TQE,S2A_MSIL2A_20200814T110631_N0500_R137_T29TQE_20230318T034602.SAFE.zip,S2A,MSIL2A,20200814T110631,0500,137,T29TQE,20230318T034602
2020,29TQE,S2B_MSIL2A_20200819T110629_N0500_R137_T29TQE_20230508T055021.SAFE.zip,S2B,MSIL2A,20200819T110629,0500,137,T29TQE,20230508T055021
2020,29TQE,S2A_MSIL2A_20200903T110621_N0500_R137_T29TQE_20230417T045907.SAFE.zip,S2A,MSIL2A,20200903T110621,0500,137,T29TQE,20230417T045907
2020,29TQE,S2B_MSIL2A_20200908T110619_N0500_R137_T29TQE_20230417T035510.SAFE.zip,S2B,MSIL2A,20200908T110619,0500,137,T29TQE,20230417T035510
2020,29TQE,S2A_MSIL2A_20201122T111401_N0500_R137_T29TQE_20230405T041801.SAFE.zip,S2A,MSIL2A,20201122T111401,0500,137,T29TQE,20230405T041801
2020,29TQE,S2A_MSIL2A_20201212T111451_N0500_R137_T29TQE_20230324T010421.SAFE.zip,S2A,MSIL2A,20201212T111451,0500,137,T29TQE,20230324T010421
2020,29TQF,S2B_MSIL2A_20200221T110959_N0500_R137_T29TQF_20230701T113415.SAFE.zip,S2B,MSIL2A,20200221T110959,0500,137,T29TQF,20230701T113415
2020,29TQF,S2A_MSIL2A_20200327T110651_N0500_R137_T29TQF_20230412T023717.SAFE.zip,S2A,MSIL2A,20200327T110651,0500,137,T29TQF,20230412T023717
2020,29TQF,S2B_MSIL2A_20200521T110619_N0500_R137_T29TQF_20230502T015312.SAFE.zip,S2B,MSIL2A,20200521T110619,0500,137,T29TQF,20230502T015312
2020,29TQF,S2A_MSIL2A_20200526T110631_N0500_R137_T29TQF_20230415T191628.SAFE.zip,S2A,MSIL2A,20200526T110631,0500,137,T29TQF,20230415T191628
2020,29TQF,S2A_MSIL2A_20200605T110631_N0500_R137_T29TQF_20230618T160709.SAFE.zip,S2A,MSIL2A,20200605T110631,0500,137,T29TQF,20230618T160709
2020,29TQF,S2B_MSIL2A_20200620T110619_N0500_R137_T29TQF_20230430T130327.SAFE.zip,S2B,MSIL2A,20200620T110619,0500,137,T29TQF,20230430T130327
2020,29TQF,S2A_MSIL2A_20200625T110631_N0500_R137_T29TQF_20230329T112214.SAFE.zip,S2A,MSIL2A,20200625T110631,0500,137,T29TQF,20230329T112214
2020,29TQF,S2B_MSIL2A_20200630T110619_N0500_R137_T29TQF_20230614T212248.SAFE.zip,S2B,MSIL2A,20200630T110619,0500,137,T29TQF,20230614T212248
2020,29TQF,S2A_MSIL2A_20200705T110621_N0500_R137_T29TQF_20230530T164622.SAFE.zip,S2A,MSIL2A,20200705T110621,0500,137,T29TQF,20230530T164622
2020,29TQF,S2B_MSIL2A_20200710T110619_N0500_R137_T29TQF_20230523T130447.SAFE.zip,S2B,MSIL2A,20200710T110619,0500,137,T29TQF,20230523T130447
2020,29TQF,S2A_MSIL2A_20200715T110621_N0500_R137_T29TQF_20230423T090139.SAFE.zip,S2A,MSIL2A,20200715T110621,0500,137,T29TQF,20230423T090139
2020,29TQF,S2B_MSIL2A_20200720T110619_N0500_R137_T29TQF_20230423T113853.SAFE.zip,S2B,MSIL2A,20200720T110619,0500,137,T29TQF,20230423T113853
2020,29TQF,S2A_MSIL2A_20200725T110631_N0500_R137_T29TQF_20230323T230825.SAFE.zip,S2A,MSIL2A,20200725T110631,0500,137,T29TQF,20230323T230825
2020,29TQF,S2B_MSIL2A_20200730T110619_N0500_R137_T29TQF_20230503T232911.SAFE.zip,S2B,MSIL2A,20200730T110619,0500,137,T29TQF,20230503T232911
2020,29TQF,S2A_MSIL2A_20200804T110631_N0500_R137_T29TQF_20230316T164108.SAFE.zip,S2A,MSIL2A,20200804T110631,0500,137,T29TQF,20230316T164108
2020,29TQF,S2A_MSIL2A_20200814T110631_N0500_R137_T29TQF_20230318T034602.SAFE.zip,S2A,MSIL2A,20200814T110631,0500,137,T29TQF,20230318T034602
2020,29TQF,S2B_MSIL2A_20200819T110629_N0500_R137_T29TQF_20230508T055021.SAFE.zip,S2B,MSIL2A,20200819T110629,0500,137,T29TQF,20230508T055021
2020,29TQF,S2A_MSIL2A_20200903T110621_N0500_R137_T29TQF_20230417T045907.SAFE.zip,S2A,MSIL2A,20200903T110621,0500,137,T29TQF,20230417T045907
2020,29TQF,S2B_MSIL2A_20200908T110619_N0500_R137_T29TQF_20230417T035510.SAFE.zip,S2B,MSIL2A,20200908T110619,0500,137,T29TQF,20230417T035510
2020,29TQF,S2B_MSIL2A_20201117T111339_N0500_R137_T29TQF_20230406T021521.SAFE.zip,S2B,MSIL2A,20201117T111339,0500,137,T29TQF,20230406T021521
2020,29TQF,S2A_MSIL2A_20201122T111401_N0500_R137_T29TQF_20230405T041801.SAFE.zip,S2A,MSIL2A,20201122T111401,0500,137,T29TQF,20230405T041801
2020,29TQG,S2B_MSIL2A_20200221T110959_N0500_R137_T29TQG_20230701T113415.SAFE.zip,S2B,MSIL2A,20200221T110959,0500,137,T29TQG,20230701T113415
2020,29TQG,S2A_MSIL2A_20200226T111051_N0500_R137_T29TQG_20230423T232426.SAFE.zip,S2A,MSIL2A,20200226T111051,0500,137,T29TQG,20230423T232426
2020,29TQG,S2A_MSIL2A_20200526T110631_N0500_R137_T29TQG_20230415T191628.SAFE.zip,S2A,MSIL2A,20200526T110631,0500,137,T29TQG,20230415T191628
2020,29TQG,S2A_MSIL2A_20200605T110631_N0500_R137_T29TQG_20230618T160709.SAFE.zip,S2A,MSIL2A,20200605T110631,0500,137,T29TQG,20230618T160709
2020,29TQG,S2B_MSIL2A_20200620T110619_N0500_R137_T29TQG_20230430T130327.SAFE.zip,S2B,MSIL2A,20200620T110619,0500,137,T29TQG,20230430T130327
2020,29TQG,S2A_MSIL2A_20200625T110631_N0500_R137_T29TQG_20230329T112214.SAFE.zip,S2A,MSIL2A,20200625T110631,0500,137,T29TQG,20230329T112214
2020,29TQG,S2B_MSIL2A_20200630T110619_N0500_R137_T29TQG_20230614T212248.SAFE.zip,S2B,MSIL2A,20200630T110619,0500,137,T29TQG,20230614T212248
2020,29TQG,S2A_MSIL2A_20200705T110621_N0500_R137_T29TQG_20230530T164622.SAFE.zip,S2A,MSIL2A,20200705T110621,0500,137,T29TQG,20230530T164622
2020,29TQG,S2B_MSIL2A_20200710T110619_N0500_R137_T29TQG_20230523T130447.SAFE.zip,S2B,MSIL2A,20200710T110619,0500,137,T29TQG,20230523T130447
2020,29TQG,S2A_MSIL2A_20200715T110621_N0500_R137_T29TQG_20230423T090139.SAFE.zip,S2A,MSIL2A,20200715T110621,0500,137,T29TQG,20230423T090139
2020,29TQG,S2B_MSIL2A_20200720T110619_N0500_R137_T29TQG_20230423T113853.SAFE.zip,S2B,MSIL2A,20200720T110619,0500,137,T29TQG,20230423T113853
2020,29TQG,S2A_MSIL2A_20200725T110631_N0500_R137_T29TQG_20230323T230825.SAFE.zip,S2A,MSIL2A,20200725T110631,0500,137,T29TQG,20230323T230825
2020,29TQG,S2B_MSIL2A_20200730T110619_N0500_R137_T29TQG_20230503T232911.SAFE.zip,S2B,MSIL2A,20200730T110619,0500,137,T29TQG,20230503T232911
2020,29TQG,S2A_MSIL2A_20200804T110631_N0500_R137_T29TQG_20230316T164108.SAFE.zip,S2A,MSIL2A,20200804T110631,0500,137,T29TQG,20230316T164108
2020,29TQG,S2A_MSIL2A_20200814T110631_N0500_R137_T29TQG_20230318T034602.SAFE.zip,S2A,MSIL2A,20200814T110631,0500,137,T29TQG,20230318T034602
2020,29TQG,S2B_MSIL2A_20200819T110629_N0500_R137_T29TQG_20230508T055021.SAFE.zip,S2B,MSIL2A,20200819T110629,0500,137,T29TQG,20230508T055021
2020,29TQG,S2A_MSIL2A_20200824T110631_N0500_R137_T29TQG_20230506T220258.SAFE.zip,S2A,MSIL2A,20200824T110631,0500,137,T29TQG,20230506T220258
2020,29TQG,S2A_MSIL2A_20200903T110621_N0500_R137_T29TQG_20230417T045907.SAFE.zip,S2A,MSIL2A,20200903T110621,0500,137,T29TQG,20230417T045907
2020,29TQG,S2A_MSIL2A_20201013T111021_N0500_R137_T29TQG_20230412T040758.SAFE.zip,S2A,MSIL2A,20201013T111021,0500,137,T29TQG,20230412T040758
2020,29TQG,S2B_MSIL2A_20201117T111339_N0500_R137_T29TQG_20230406T021521.SAFE.zip,S2B,MSIL2A,20201117T111339,0500,137,T29TQG,20230406T021521
2020,29TQG,S2A_MSIL2A_20201122T111401_N0500_R137_T29TQG_20230405T041801.SAFE.zip,S2A,MSIL2A,20201122T111401,0500,137,T29TQG,20230405T041801
2020,29TQG,S2A_MSIL2A_20201212T111451_N0500_R137_T29TQG_20230324T010421.SAFE.zip,S2A,MSIL2A,20201212T111451,0500,137,T29TQG,20230324T010421
2020,29TQH,S2B_MSIL2A_20200105T112349_N0500_R037_T29TQH_20230421T090201.SAFE.zip,S2B,MSIL2A,20200105T112349,0500,037,T29TQH,20230421T090201
2020,29TQH,S2B_MSIL2A_20200224T112109_N0500_R037_T29TQH_20230610T121810.SAFE.zip,S2B,MSIL2A,20200224T112109,0500,037,T29TQH,20230610T121810
2020,29TQH,S2B_MSIL2A_20200315T112109_N0500_R037_T29TQH_20230628T063259.SAFE.zip,S2B,MSIL2A,20200315T112109,0500,037,T29TQH,20230628T063259
2020,29TQH,S2B_MSIL2A_20200325T112109_N0500_R037_T29TQH_20230615T032630.SAFE.zip,S2B,MSIL2A,20200325T112109,0500,037,T29TQH,20230615T032630
2020,29TQH,S2B_MSIL2A_20200404T112109_N0500_R037_T29TQH_20230601T004656.SAFE.zip,S2B,MSIL2A,20200404T112109,0500,037,T29TQH,20230601T004656
2020,29TQH,S2A_MSIL2A_20200529T112121_N0500_R037_T29TQH_20230401T050957.SAFE.zip,S2A,MSIL2A,20200529T112121,0500,037,T29TQH,20230401T050957
2020,29TQH,S2B_MSIL2A_20200623T112119_N0500_R037_T29TQH_20230428T011512.SAFE.zip,S2B,MSIL2A,20200623T112119,0500,037,T29TQH,20230428T011512
2020,29TQH,S2B_MSIL2A_20200703T112119_N0500_R037_T29TQH_20230529T024553.SAFE.zip,S2B,MSIL2A,20200703T112119,0500,037,T29TQH,20230529T024553
2020,29TQH,S2A_MSIL2A_20200718T112121_N0500_R037_T29TQH_20230324T040905.SAFE.zip,S2A,MSIL2A,20200718T112121,0500,037,T29TQH,20230324T040905
2020,29TQH,S2B_MSIL2A_20200911T112119_N0500_R037_T29TQH_20230426T081748.SAFE.zip,S2B,MSIL2A,20200911T112119,0500,037,T29TQH,20230426T081748
2020,29TQH,S2B_MSIL2A_20201120T112359_N0500_R037_T29TQH_20230405T135409.SAFE.zip,S2B,MSIL2A,20201120T112359,0500,037,T29TQH,20230405T135409
2020,30TUK,S2A_MSIL2A_20200107T111431_N0500_R137_T30TUK_20230426T092711.SAFE.zip,S2A,MSIL2A,20200107T111431,0500,137,T30TUK,20230426T092711
2020,30TUK,S2B_MSIL2A_20200112T111329_N0500_R137_T30TUK_20230429T020929.SAFE.zip,S2B,MSIL2A,20200112T111329,0500,137,T30TUK,20230429T020929
2020,30TUK,S2A_MSIL2A_20200216T111131_N0500_R137_T30TUK_20230413T120958.SAFE.zip,S2A,MSIL2A,20200216T111131,0500,137,T30TUK,20230413T120958
2020,30TUK,S2B_MSIL2A_20200221T110959_N0500_R137_T30TUK_20230701T113415.SAFE.zip,S2B,MSIL2A,20200221T110959,0500,137,T30TUK,20230701T113415
2020,30TUK,S2A_MSIL2A_20200226T111051_N0500_R137_T30TUK_20230423T232426.SAFE.zip,S2A,MSIL2A,20200226T111051,0500,137,T30TUK,20230423T232426
2020,30TUK,S2B_MSIL2A_20200521T110619_N0500_R137_T30TUK_20230502T015312.SAFE.zip,S2B,MSIL2A,20200521T110619,0500,137,T30TUK,20230502T015312
2020,30TUK,S2A_MSIL2A_20200605T110631_N0500_R137_T30TUK_20230618T160709.SAFE.zip,S2A,MSIL2A,20200605T110631,0500,137,T30TUK,20230618T160709
2020,30TUK,S2B_MSIL2A_20200620T110619_N0500_R137_T30TUK_20230430T130327.SAFE.zip,S2B,MSIL2A,20200620T110619,0500,137,T30TUK,20230430T130327
2020,30TUK,S2A_MSIL2A_20200625T110631_N0500_R137_T30TUK_20230329T112214.SAFE.zip,S2A,MSIL2A,20200625T110631,0500,137,T30TUK,20230329T112214
2020,30TUK,S2B_MSIL2A_20200630T110619_N0500_R137_T30TUK_20230614T212248.SAFE.zip,S2B,MSIL2A,20200630T110619,0500,137,T30TUK,20230614T212248
